17.0,65.55,26.06,2024-08-08 06:27:03
16.8,65.43,26.06,2024-08-08 06:27:13
16.4,65.37,26.05,2024-08-08 06:27:23
16.4,65.37,26.05,2024-08-08 06:27:33
16.8,65.45,26.06,2024-08-08 06:27:43
17.0,65.38,26.07,2024-08-08 06:27:53
17.0,65.38,26.07,2024-08-08 06:28:03
17.0,65.36,26.07,2024-08-08 06:28:13
17.2,65.38,26.07,2024-08-08 06:28:23
16.8,65.27,26.04,2024-08-08 06:28:33
16.8,65.38,26.04,2024-08-08 06:28:43
17.2,65.36,26.05,2024-08-08 06:28:53
16.8,65.27,26.02,2024-08-08 06:29:04
16.6,65.29,25.98,2024-08-08 06:29:14
16.8,65.37,26.0,2024-08-08 06:29:24
17.4,65.4,26.02,2024-08-08 06:29:34
17.4,65.4,26.02,2024-08-08 06:29:44
17.4,65.4,26.02,2024-08-08 06:29:54
17.0,65.32,26.0,2024-08-08 06:30:04
16.8,65.38,25.96,2024-08-08 06:30:14
17.2,65.41,25.98,2024-08-08 06:30:24
17.2,65.39,25.97,2024-08-08 06:30:34
17.2,65.37,25.97,2024-08-08 06:30:44
17.2,65.39,25.97,2024-08-08 06:30:54
17.4,65.38,25.97,2024-08-08 06:31:04
17.0,65.35,25.96,2024-08-08 06:31:14
17.2,65.4,25.96,2024-08-08 06:31:24
17.4,65.38,25.96,2024-08-08 06:31:34
17.0,65.33,25.98,2024-08-08 06:31:44
17.2,65.32,25.99,2024-08-08 06:31:54
17.0,65.25,25.98,2024-08-08 06:32:05
16.6,65.19,25.96,2024-08-08 06:32:15
16.8,65.25,25.96,2024-08-08 06:32:25
17.4,65.34,25.96,2024-08-08 06:32:35
17.6,65.3,25.97,2024-08-08 06:32:45
17.0,65.24,25.97,2024-08-08 06:32:55
17.2,65.26,25.98,2024-08-08 06:33:05
17.0,65.24,25.97,2024-08-08 06:33:15
17.0,65.22,25.97,2024-08-08 06:33:25
17.0,65.24,26.0,2024-08-08 06:33:35
17.0,65.19,25.96,2024-08-08 06:33:45
17.0,65.24,25.95,2024-08-08 06:33:55
17.4,65.27,25.97,2024-08-08 06:34:05
17.2,65.22,25.97,2024-08-08 06:34:15
17.2,65.2,25.98,2024-08-08 06:34:25
17.4,65.21,26.0,2024-08-08 06:34:35
17.8,65.28,26.01,2024-08-08 06:34:45
18.0,65.36,26.04,2024-08-08 06:34:55
18.6,65.53,26.06,2024-08-08 06:35:05
18.8,65.68,26.07,2024-08-08 06:35:15
19.6,66.24,26.08,2024-08-08 06:35:26
20.4,66.66,26.12,2024-08-08 06:35:36
20.8,66.9,26.12,2024-08-08 06:35:46
21.2,66.99,26.13,2024-08-08 06:35:56
21.2,66.94,26.14,2024-08-08 06:36:06
21.2,66.9,26.17,2024-08-08 06:36:16
21.2,67.19,26.2,2024-08-08 06:36:26
21.4,67.5,26.23,2024-08-08 06:36:36
21.6,67.53,26.26,2024-08-08 06:36:46
21.6,67.46,26.3,2024-08-08 06:36:56
21.6,67.6,26.33,2024-08-08 06:37:06
21.8,67.59,26.37,2024-08-08 06:37:17
21.8,67.53,26.41,2024-08-08 06:37:27
21.6,67.3,26.43,2024-08-08 06:37:37
21.4,67.27,26.45,2024-08-08 06:37:47
21.2,67.26,26.45,2024-08-08 06:37:57
21.2,67.14,26.48,2024-08-08 06:38:07
21.0,67.23,26.48,2024-08-08 06:38:17
21.0,67.22,26.49,2024-08-08 06:38:27
21.0,67.21,26.48,2024-08-08 06:38:37
20.8,67.05,26.47,2024-08-08 06:38:47
20.6,66.97,26.46,2024-08-08 06:38:57
20.2,66.91,26.45,2024-08-08 06:39:07
20.0,66.89,26.43,2024-08-08 06:39:17
19.8,66.91,26.4,2024-08-08 06:39:27
19.6,66.82,26.41,2024-08-08 06:39:37
19.4,66.87,26.4,2024-08-08 06:39:47
19.4,66.98,26.39,2024-08-08 06:39:57
19.6,67.06,26.39,2024-08-08 06:40:08
19.6,67.24,26.42,2024-08-08 06:40:18
19.8,67.33,26.45,2024-08-08 06:40:28
20.0,67.76,26.46,2024-08-08 06:40:38
20.2,67.88,26.48,2024-08-08 06:40:48
20.4,68.06,26.49,2024-08-08 06:40:58
20.6,68.32,26.52,2024-08-08 06:41:08
20.8,68.06,26.53,2024-08-08 06:41:18
20.6,67.95,26.52,2024-08-08 06:41:28
20.4,68.04,26.52,2024-08-08 06:41:38
20.2,67.96,26.53,2024-08-08 06:41:48
20.0,67.98,26.55,2024-08-08 06:41:58
20.0,68.06,26.53,2024-08-08 06:42:08
20.0,68.05,26.53,2024-08-08 06:42:18
19.8,68.0,26.55,2024-08-08 06:42:28
19.6,67.95,26.57,2024-08-08 06:42:38
19.4,67.97,26.57,2024-08-08 06:42:48
19.4,67.94,26.55,2024-08-08 06:42:58
19.2,67.93,26.55,2024-08-08 06:43:08
19.0,67.92,26.54,2024-08-08 06:43:19
18.8,67.9,26.55,2024-08-08 06:43:29
18.6,68.01,26.53,2024-08-08 06:43:39
18.6,67.97,26.55,2024-08-08 06:43:49
18.4,67.87,26.57,2024-08-08 06:43:59
18.2,67.89,26.59,2024-08-08 06:44:09
18.4,68.17,26.61,2024-08-08 06:44:19
18.6,68.55,26.64,2024-08-08 06:44:29
19.0,68.63,26.65,2024-08-08 06:44:39
19.2,68.68,26.68,2024-08-08 06:44:49
19.2,68.73,26.7,2024-08-08 06:44:59
19.2,68.74,26.71,2024-08-08 06:45:09
19.4,68.92,26.73,2024-08-08 06:45:19
19.4,68.93,26.74,2024-08-08 06:45:29
19.4,69.12,26.74,2024-08-08 06:45:39
19.4,69.2,26.75,2024-08-08 06:45:49
19.4,68.84,26.74,2024-08-08 06:45:59
19.2,68.93,26.75,2024-08-08 06:46:10
19.0,68.91,26.74,2024-08-08 06:46:20
19.0,68.84,26.73,2024-08-08 06:46:30
18.6,68.73,26.7,2024-08-08 06:46:40
18.0,68.5,26.65,2024-08-08 06:46:50
17.4,68.62,26.58,2024-08-08 06:47:00
17.6,68.83,26.57,2024-08-08 06:47:10
17.8,68.72,26.57,2024-08-08 06:47:20
17.6,68.67,26.57,2024-08-08 06:47:30
17.0,68.54,26.55,2024-08-08 06:47:40
16.6,68.58,26.49,2024-08-08 06:47:51
16.4,68.55,26.49,2024-08-08 06:48:01
16.2,68.63,26.49,2024-08-08 06:48:11
16.4,68.86,26.48,2024-08-08 06:48:21
16.8,68.98,26.48,2024-08-08 06:48:31
16.8,68.87,26.51,2024-08-08 06:48:41
16.6,68.94,26.52,2024-08-08 06:48:51
16.4,68.95,26.53,2024-08-08 06:49:01
16.0,68.83,26.55,2024-08-08 06:49:11
15.8,69.05,26.56,2024-08-08 06:49:21
16.0,69.29,26.58,2024-08-08 06:49:31
16.2,69.41,26.57,2024-08-08 06:49:41
16.4,69.57,26.57,2024-08-08 06:49:51
16.4,69.28,26.58,2024-08-08 06:50:01
16.2,69.11,26.6,2024-08-08 06:50:11
15.6,68.93,26.59,2024-08-08 06:50:22
14.6,68.78,26.54,2024-08-08 06:50:32
14.6,68.76,26.52,2024-08-08 06:50:42
14.4,68.64,26.49,2024-08-08 06:50:52
14.4,68.63,26.48,2024-08-08 06:51:02
14.2,68.49,26.49,2024-08-08 06:51:12
13.8,68.41,26.49,2024-08-08 06:51:22
14.0,68.44,26.49,2024-08-08 06:51:32
14.4,68.58,26.52,2024-08-08 06:51:42
15.0,68.88,26.53,2024-08-08 06:51:52
15.6,69.45,26.54,2024-08-08 06:52:02
16.2,69.63,26.53,2024-08-08 06:52:12
16.2,69.58,26.55,2024-08-08 06:52:22
15.8,69.27,26.52,2024-08-08 06:52:32
14.8,69.07,26.51,2024-08-08 06:52:42
14.0,69.06,26.49,2024-08-08 06:52:52
14.4,69.14,26.5,2024-08-08 06:53:02
14.0,68.92,26.5,2024-08-08 06:53:12
13.4,68.83,26.48,2024-08-08 06:53:23
13.4,68.91,26.48,2024-08-08 06:53:33
14.0,68.95,26.49,2024-08-08 06:53:43
13.4,68.75,26.49,2024-08-08 06:53:53
13.4,68.86,26.49,2024-08-08 06:54:03
13.8,68.95,26.52,2024-08-08 06:54:13
13.8,69.0,26.52,2024-08-08 06:54:23
13.8,68.97,26.52,2024-08-08 06:54:33
12.8,68.73,26.52,2024-08-08 06:54:43
12.2,68.67,26.5,2024-08-08 06:54:53
12.2,68.59,26.51,2024-08-08 06:55:03
12.2,68.52,26.51,2024-08-08 06:55:13
12.0,68.48,26.5,2024-08-08 06:55:23
12.4,68.54,26.51,2024-08-08 06:55:33
12.6,68.61,26.52,2024-08-08 06:55:43
12.6,68.55,26.52,2024-08-08 06:55:53
12.4,68.53,26.52,2024-08-08 06:56:03
12.6,68.62,26.52,2024-08-08 06:56:13
13.4,68.81,26.53,2024-08-08 06:56:24
13.2,68.77,26.55,2024-08-08 06:56:34
13.2,68.89,26.57,2024-08-08 06:56:44
14.0,69.13,26.59,2024-08-08 06:56:54
14.6,69.41,26.6,2024-08-08 06:57:04
15.0,69.63,26.56,2024-08-08 06:57:14
15.0,69.4,26.55,2024-08-08 06:57:24
14.2,69.2,26.55,2024-08-08 06:57:34
13.8,69.3,26.57,2024-08-08 06:57:44
14.2,69.81,26.61,2024-08-08 06:57:54
15.0,70.12,26.62,2024-08-08 06:58:04
15.6,70.53,26.65,2024-08-08 06:58:14
16.0,70.47,26.64,2024-08-08 06:58:24
16.2,70.37,26.65,2024-08-08 06:58:34
16.0,70.15,26.66,2024-08-08 06:58:44
15.6,69.98,26.68,2024-08-08 06:58:55
15.2,69.9,26.68,2024-08-08 06:59:05
14.8,69.71,26.68,2024-08-08 06:59:15
14.6,69.75,26.69,2024-08-08 06:59:25
14.6,69.85,26.7,2024-08-08 06:59:35
14.8,69.85,26.69,2024-08-08 06:59:45
14.6,69.72,26.68,2024-08-08 06:59:55
14.0,69.52,26.66,2024-08-08 07:00:05
13.2,69.31,26.65,2024-08-08 07:00:15
13.6,69.45,26.64,2024-08-08 07:00:25
13.4,69.32,26.64,2024-08-08 07:00:35
13.4,69.38,26.64,2024-08-08 07:00:45
14.2,69.7,26.63,2024-08-08 07:00:56
14.6,69.87,26.64,2024-08-08 07:01:06
14.8,69.91,26.65,2024-08-08 07:01:16
14.6,69.86,26.65,2024-08-08 07:01:26
13.6,69.57,26.65,2024-08-08 07:01:36
13.2,69.87,26.65,2024-08-08 07:01:46
13.6,69.9,26.6,2024-08-08 07:01:56
13.0,69.64,26.56,2024-08-08 07:02:06
12.8,69.62,26.55,2024-08-08 07:02:16
12.6,69.48,26.57,2024-08-08 07:02:26
12.8,69.57,26.57,2024-08-08 07:02:36
12.6,69.5,26.57,2024-08-08 07:02:46
11.8,69.31,26.55,2024-08-08 07:02:56
11.2,69.14,26.52,2024-08-08 07:03:06
11.6,69.26,26.48,2024-08-08 07:03:17
11.4,69.16,26.45,2024-08-08 07:03:27
11.0,69.01,26.43,2024-08-08 07:03:37
10.8,68.81,26.42,2024-08-08 07:03:47
10.2,68.66,26.39,2024-08-08 07:03:57
9.8,68.57,26.31,2024-08-08 07:04:07
9.6,68.56,26.23,2024-08-08 07:04:17
9.8,68.65,26.18,2024-08-08 07:04:27
10.2,68.72,26.17,2024-08-08 07:04:37
10.6,68.84,26.16,2024-08-08 07:04:47
11.0,68.9,26.18,2024-08-08 07:04:58
11.0,68.86,26.2,2024-08-08 07:05:08
10.4,68.74,26.14,2024-08-08 07:05:18
10.4,68.91,26.12,2024-08-08 07:05:28
10.6,68.92,26.12,2024-08-08 07:05:38
10.6,68.96,26.12,2024-08-08 07:05:48
10.8,69.13,26.12,2024-08-08 07:05:58
11.2,69.19,26.16,2024-08-08 07:06:09
11.4,69.33,26.18,2024-08-08 07:06:19
11.8,69.49,26.19,2024-08-08 07:06:29
11.2,69.36,26.21,2024-08-08 07:06:39
11.0,69.34,26.23,2024-08-08 07:06:49
9.8,68.89,26.2,2024-08-08 07:06:59
9.6,68.86,26.2,2024-08-08 07:07:09
9.8,68.79,26.18,2024-08-08 07:07:19
9.8,68.61,26.17,2024-08-08 07:07:30
9.6,68.59,26.13,2024-08-08 07:07:40
9.6,68.46,26.07,2024-08-08 07:07:50
9.6,68.47,26.01,2024-08-08 07:08:00
9.6,68.41,25.95,2024-08-08 07:08:10
9.8,68.38,25.95,2024-08-08 07:08:20
9.8,68.4,25.94,2024-08-08 07:08:30
9.8,68.32,25.92,2024-08-08 07:08:40
9.6,68.09,25.86,2024-08-08 07:08:53
9.4,68.15,25.79,2024-08-08 07:09:06
9.2,68.24,25.7,2024-08-08 07:09:16
9.4,68.35,25.64,2024-08-08 07:09:29
9.8,68.43,25.6,2024-08-08 07:09:42
9.8,68.47,25.52,2024-08-08 07:09:52
10.0,68.5,25.48,2024-08-08 07:10:08
9.8,68.49,25.38,2024-08-08 07:10:18
9.8,68.67,25.33,2024-08-08 07:10:31
10.0,68.69,25.32,2024-08-08 07:10:44
10.0,68.67,25.27,2024-08-08 07:10:54
9.8,68.7,25.27,2024-08-08 07:11:04
9.8,68.66,25.27,2024-08-08 07:11:14
9.8,68.67,25.29,2024-08-08 07:11:24
9.6,68.59,25.28,2024-08-08 07:11:34
9.4,68.58,25.3,2024-08-08 07:11:44
9.4,68.47,25.31,2024-08-08 07:11:54
9.2,68.45,25.33,2024-08-08 07:12:04
9.2,68.42,25.34,2024-08-08 07:12:15
9.4,68.37,25.37,2024-08-08 07:12:25
9.4,68.32,25.41,2024-08-08 07:12:35
9.4,68.14,25.43,2024-08-08 07:12:45
9.2,68.02,25.46,2024-08-08 07:12:55
9.0,67.91,25.49,2024-08-08 07:13:05
8.8,67.72,25.5,2024-08-08 07:13:15
8.6,67.78,25.52,2024-08-08 07:13:25
8.8,67.77,25.56,2024-08-08 07:13:35
9.0,67.76,25.6,2024-08-08 07:13:45
9.4,67.77,25.6,2024-08-08 07:13:55
9.6,67.82,25.6,2024-08-08 07:14:05
10.2,67.85,25.63,2024-08-08 07:14:15
10.6,67.96,25.64,2024-08-08 07:14:25
11.8,68.34,25.65,2024-08-08 07:14:35
12.6,68.35,25.7,2024-08-08 07:14:45
13.4,68.71,25.73,2024-08-08 07:14:55
14.6,69.02,25.76,2024-08-08 07:15:05
14.8,69.2,25.8,2024-08-08 07:15:15
14.8,69.09,25.83,2024-08-08 07:15:25
13.8,68.91,25.82,2024-08-08 07:15:36
14.0,69.03,25.82,2024-08-08 07:15:46
13.8,68.91,25.8,2024-08-08 07:15:56
14.0,68.89,25.8,2024-08-08 07:16:06
14.4,68.96,25.82,2024-08-08 07:16:16
14.6,68.93,25.84,2024-08-08 07:16:26
14.8,69.01,25.84,2024-08-08 07:16:36
15.4,69.27,25.88,2024-08-08 07:16:46
16.0,70.0,25.91,2024-08-08 07:16:56
16.6,70.51,25.91,2024-08-08 07:17:06
17.0,70.4,25.9,2024-08-08 07:17:16
17.2,70.46,25.91,2024-08-08 07:17:26
17.4,70.25,25.93,2024-08-08 07:17:36
17.2,70.09,25.95,2024-08-08 07:17:46
17.0,70.09,25.97,2024-08-08 07:17:56
17.0,70.7,26.0,2024-08-08 07:18:06
17.4,71.38,26.03,2024-08-08 07:18:16
17.8,71.57,26.07,2024-08-08 07:18:26
18.0,71.02,26.05,2024-08-08 07:18:37
17.8,70.81,26.04,2024-08-08 07:18:47
17.6,70.53,26.05,2024-08-08 07:18:57
16.8,70.18,26.0,2024-08-08 07:19:07
16.0,69.99,25.95,2024-08-08 07:19:17
15.6,70.07,25.89,2024-08-08 07:19:27
16.0,69.99,25.83,2024-08-08 07:19:37
15.4,69.69,25.77,2024-08-08 07:19:47
15.2,69.66,25.72,2024-08-08 07:19:57
15.2,69.57,25.68,2024-08-08 07:20:07
15.4,69.61,25.64,2024-08-08 07:20:17
15.4,69.56,25.61,2024-08-08 07:20:27
15.0,69.51,25.61,2024-08-08 07:20:38
14.6,69.49,25.58,2024-08-08 07:20:48
14.2,69.45,25.53,2024-08-08 07:20:58
14.0,69.46,25.5,2024-08-08 07:21:08
13.8,69.44,25.48,2024-08-08 07:21:18
13.4,69.39,25.43,2024-08-08 07:21:28
13.4,69.44,25.38,2024-08-08 07:21:38
13.2,69.45,25.36,2024-08-08 07:21:48
13.0,69.43,25.34,2024-08-08 07:21:58
12.8,69.43,25.3,2024-08-08 07:22:08
12.6,69.44,25.27,2024-08-08 07:22:18
12.8,69.48,25.27,2024-08-08 07:22:28
12.6,69.46,25.28,2024-08-08 07:22:38
12.4,69.41,25.29,2024-08-08 07:22:48
12.2,69.38,25.32,2024-08-08 07:22:58
12.0,69.35,25.33,2024-08-08 07:23:09
11.8,69.31,25.34,2024-08-08 07:23:19
11.4,69.16,25.34,2024-08-08 07:23:29
11.2,69.05,25.36,2024-08-08 07:23:39
11.0,69.06,25.32,2024-08-08 07:23:49
11.2,69.05,25.32,2024-08-08 07:23:59
11.2,69.05,25.3,2024-08-08 07:24:09
11.2,69.05,25.27,2024-08-08 07:24:19
11.4,69.08,25.26,2024-08-08 07:24:29
11.6,69.04,25.25,2024-08-08 07:24:39
11.6,69.06,25.25,2024-08-08 07:24:50
11.8,69.1,25.25,2024-08-08 07:25:00
12.0,69.08,25.29,2024-08-08 07:25:10
12.0,69.1,25.33,2024-08-08 07:25:20
11.8,68.99,25.34,2024-08-08 07:25:30
11.4,68.91,25.35,2024-08-08 07:25:40
11.2,68.8,25.35,2024-08-08 07:25:50
11.2,68.82,25.32,2024-08-08 07:26:00
11.4,68.82,25.34,2024-08-08 07:26:10
11.6,68.76,25.36,2024-08-08 07:26:20
11.4,68.63,25.36,2024-08-08 07:26:30
11.2,68.57,25.38,2024-08-08 07:26:40
11.4,68.52,25.41,2024-08-08 07:26:50
11.4,68.41,25.44,2024-08-08 07:27:00
11.2,68.3,25.45,2024-08-08 07:27:11
10.8,68.25,25.44,2024-08-08 07:27:21
10.8,68.22,25.43,2024-08-08 07:27:31
10.8,68.2,25.41,2024-08-08 07:27:41
11.0,68.17,25.43,2024-08-08 07:27:51
11.0,68.15,25.45,2024-08-08 07:28:01
11.2,68.1,25.45,2024-08-08 07:28:11
11.4,68.11,25.48,2024-08-08 07:28:21
